"","IP","Hostname","NetBIOS","OS","IP.Status","QID","Title","Vulnerability Type","Severity","Port","Protocol","FQDN","SSL","CVE.ID","Vendor.Reference","Bugtraq.ID","CVSS.Base","CVSS.Temporal","CVSS3.Base","CVSS3.Temporal","Threat","Impact","Solution","Exploitability","Associated.Malware","Results","PCI.Vuln","Instance","OS.CPE","Category","Severidad"
"252","172.19.244.57","bmesrvd736.domibco.com.pe","BMESRVD736","Windows 2016","host scanned, found vuln",38628,"SSL/TLS Server supports TLSv1.0","Confirmed",3,3389,"tcp",NA,"over ssl","","","","4.3 (AV:N/AC:M/Au:N/C:P/I:N/A:N)","3.9 (E:F/RL:W/RC:C)","6.5 (AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:L/A:N)","6.2 (E:F/RL:W/RC:C)","TLS is capable of using a multitude of ciphers (algorithms) to create the public and private key pairs. 
For example if TLSv1.0 uses either the RC4 stream cipher, or a block cipher in CBC mode. 
RC4 is known to have biases and the block cipher in CBC mode is vulnerable to the POODLE attack. 

TLSv1.0, if configured to use the same cipher suites as SSLv3, includes a means by which a TLS implementation can downgrade the connection to SSL v3.0, thus weakening security. 

A POODLE-type (https://blog.qualys.com/ssllabs/2014/12/08/poodle-bites-tls) attack could also be launched directly at TLS without negotiating a downgrade. 

  This QID is an automatic PCI FAIL in accordance with the PCI standards.  

Further details can be found under:  
PCI: ASV Program Guide v3.1 (page 27) (https://www.pcisecuritystandards.org/documents/ASV_Program_Guide_v3.1.pdf) 
PCI: Use of SSL Early TLS and ASV Scans (https://www.pcisecuritystandards.org/documents/Use-of-SSL-Early-TLS-and-ASV-Scans.pdf)","An attacker can exploit cryptographic flaws to conduct man-in-the-middle type attacks or to decryption communications. 
For example: An attacker could force a downgrade from the TLS protocol to the older SSLv3.0 protocol and exploit the POODLE vulnerability, read secure communications or maliciously modify messages. 
A POODLE-type (https://blog.qualys.com/ssllabs/2014/12/08/poodle-bites-tls) attack could also be launched directly at TLS without negotiating a downgrade.","Disable the use of TLSv1.0 protocol in favor of a cryptographically stronger protocol such as TLSv1.2.
The following openssl commands can be used to do a manual test:
openssl s_client -connect ip:port -tls1

If the test is successful, then the target support TLSv1","","","TLSv1.0 is supported","yes",NA,NA,"General remote services","Media"
"253","172.19.244.46","bmesrvc538.domibco.com.pe","","EulerOS / Ubuntu / Fedora / Tiny Core Linux / Linux 3.x / IBM","host scanned, found vuln",11967,"Atlassian Jira XSS vulnerability (JRASERVER-67106)","Confirmed",3,8443,"tcp",NA,"","CVE-2017-18100","JRASERVER-67106","103729","4.3 (AV:N/AC:M/Au:N/C:N/I:P/A:N)","3.2 (E:U/RL:OF/RC:C)","6.1 (AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N)","5.3 (E:U/RL:O/RC:C)"," Jira is a proprietary issue tracking product, developed by Atlassian. It provides bug tracking, issue tracking, and project management functions. 
 The agile wallboard gadget in Atlassian Jira allows remote attackers to inject arbitrary HTML or JavaScript via a cross site scripting (XSS) vulnerability in the name of quick filters. 
  Affected Versions: before version 7.8.1 
 QID Detection logic: (Unauthenticated) 
 It checks for vulnerable Atlassian Jira version."," An attacker can inject arbitrary HTML or JavaScript via a cross site scripting (XSS)"," Users are advised to upgrade to Atlassian jira 7.8.1 or later versions. (https://www.atlassian.com/software/jira/download) 
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  JRASERVER-67106 (https://jira.atlassian.com/browse/JRASERVER-67106)","","","Vulnerable Atlassian JIRA Detected on port: 8443 
<input type=""hidden"" title=""JiraVersion"" value=""7.3.0"" />","yes",NA,NA,"CGI","Media"
"254","172.19.244.46","bmesrvc538.domibco.com.pe","","EulerOS / Ubuntu / Fedora / Tiny Core Linux / Linux 3.x / IBM","host scanned, found vuln",11971,"Atlassian Jira Security Bypass Vulnerability (JRASERVER-67107)","Confirmed",3,8443,"tcp",NA,"","CVE-2017-18101","JRASERVER-67107","103730","6.4 (AV:N/AC:L/Au:N/C:P/I:P/A:N)","4.7 (E:U/RL:OF/RC:C)","6.5 (AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N)","5.7 (E:U/RL:O/RC:C)"," Jira is a proprietary issue tracking product, developed by Atlassian. It provides bug tracking, issue tracking, and project management functions. 
 A vulnerability has been found in Atlassian JIRA Server . It allow remote attackers to run import operations and to determine if an internal service exists through missing permission checks. 
  Affected Versions: 
Atlasisan jira prior to version 7.6.5  
Atlasisan jira version 7.7.x prior to 7.7.3  
Atlasisan jira version 7.8.x prior to 7.8.3   
Atlasisan jira prior to version 7.9.0  

 QID Detection logic: (Unauthenticated) 
 It checks for vulnerable Atlassian Jira version","An attacker can exploit this issue to bypass certain security restrictions and perform unauthorized actions; this may aid in launching further attacks."," Users are advised to upgrade to Atlassian jira 7.6.5/7.7.3/7.8.3/7.9.0 or later. (https://www.atlassian.com/software/jira/download) 
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  JRASERVER-67107 (https://jira.atlassian.com/browse/JRASERVER-67107)","","","Vulnerable Atlassian JIRA Detected on port: 8443 
title=""JiraVersion"" value=""7.3.0"" />","yes",NA,NA,"CGI","Media"
"255","172.19.244.46","bmesrvc538.domibco.com.pe","","EulerOS / Ubuntu / Fedora / Tiny Core Linux / Linux 3.x / IBM","host scanned, found vuln",11988,"Atlassian Jira XSS vulnerability (JRASERVER-67075)","Confirmed",3,8443,"tcp",NA,"","CVE-2017-18098","JRASERVER-67075","103765","4.3 (AV:N/AC:M/Au:N/C:N/I:P/A:N)","3.2 (E:U/RL:OF/RC:C)","6.1 (AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N)","5.3 (E:U/RL:O/RC:C)"," Jira is a proprietary issue tracking product, developed by Atlassian. It provides bug tracking, issue tracking, and project management functions. 
 The searchrequest-xml resource in Atlassian Jira before version 7.6.1 and before version 7.7.0 allows remote attackers to inject arbitrary HTML or JavaScript via a cross site scripting (XSS) vulnerability through various fields. 
 Victim must voluntarily interact with the attack mechanism 
  Affected Versions: 
 Atlassian Jira before version 7.6.1 and before version 7.7.0  
 QID Detection logic:(Unauthenticated) 
 It checks for vulnerable Atlassian Jira version"," An attacker can inject arbitrary HTML or JavaScript to successfully exploit Cross Site Scripting (XSS) vulnerability, Allows unauthorized modification."," Vendor has released patch Atlassian jira 7.6.1 or Atlassian jira 7.7.0 or later versions of Atlassian jira 7.7.0. (https://www.atlassian.com/software/jira/download) 
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  JRASERVER-67075 (https://jira.atlassian.com/browse/JRASERVER-67075)","","","Vulnerable Atlassian JIRA Detected on port: 8443 
<input type=""hidden"" title=""JiraVersion"" value=""7.3.0"" />","yes",NA,NA,"CGI","Media"
"256","172.19.244.46","bmesrvc538.domibco.com.pe","","EulerOS / Ubuntu / Fedora / Tiny Core Linux / Linux 3.x / IBM","host scanned, found vuln",11991,"Atlassian Jira Cross-Site Scripting Vulnerability (JRASERVER-67289)","Confirmed",3,8443,"tcp",NA,"","CVE-2018-5230","JRASERVER-67289","","4.3 (AV:N/AC:M/Au:N/C:N/I:P/A:N)","3.2 (E:U/RL:OF/RC:C)","6.1 (AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N)","5.3 (E:U/RL:O/RC:C)"," Jira is a proprietary issue tracking product, developed by Atlassian. It provides bug tracking, issue tracking, and project management functions. 
 The issue collector in Atlassian Jira before version 7.6.6, from version 7.7.0 before version 7.7.4, from version 7.8.0 before version 7.8.4 and from version 7.9.0 before version 7.9.2 allows remote attackers to inject arbitrary HTML or JavaScript via a cross site scripting (XSS) vulnerability in the error message of custom fields when an invalid value is specified.
  Affected Versions: 
Atlasisan jira prior to version 7.6.6  
Atlasisan jira version 7.7.x prior to 7.7.4  
Atlasisan jira version 7.8.x prior to 7.8.4   
Atlasisan jira version 7.9.x prior to 7.9.2  
 QID Detection logic: (Unauthenticated) 
 It checks for vulnerable Atlassian Jira version."," An attacker can inject arbitrary HTML or JavaScript to successfully exploit Cross Site Scripting (XSS) vulnerability, Allows unauthorized modification."," Vendor has released patch Atlassian jira 7.6.6 , 7.7.4 , 7.8.4 , 7.9.2 or later. (https://www.atlassian.com/software/jira/download) 
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  JRASERVER-67289 (https://jira.atlassian.com/browse/JRASERVER-67289)","","","Vulnerable Atlassian JIRA Detected on port: 8443 
<span id=""footer-build-information"">(v7.3.073011-<span title='3c73d0e0b5ea20e2128531b9adf9b0585752b90a' data-commit-id='3c73d0e0b5ea20e2128531b9adf9b0585752b90a}'>sha1:3c73d0e</span>)","yes",NA,NA,"CGI","Media"
"257","172.19.244.46","bmesrvc538.domibco.com.pe","","EulerOS / Ubuntu / Fedora / Tiny Core Linux / Linux 3.x / IBM","host scanned, found vuln",13150,"Atlassian Jira Denial of Service Vulnerability (JRASERVER-67290)","Confirmed",3,8443,"tcp",NA,"","CVE-2018-5231","JRASERVER-67290","104205","5 (AV:N/AC:L/Au:N/C:N/I:N/A:P)","3.7 (E:U/RL:OF/RC:C)","7.5 (AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H)","6.5 (E:U/RL:O/RC:C)"," Jira is a proprietary issue tracking product, developed by Atlassian. It provides bug tracking, issue tracking, and project management functions. 
 Atlassian Jira is vulnerable to a denial of service, caused by improper validation of user-supplied request in the ForgotLoginDetails resource. By sending a specially-crafted request, a remote attacker could exploit this vulnerability to cause a denial of service condition. 

  Affected Versions: 
Atlasisan jira prior to version 7.6.6  
Atlasisan jira version 7.7.x prior to 7.7.4  
Atlasisan jira version 7.8.x prior to 7.8.4   
Atlasisan jira version 7.9.x prior to 7.9.2  

 QID Detection logic: (Unauthenticated) 
 It checks for vulnerable Atlassian Jira version.","An attacker can exploit this issue to cause a denial-of-service condition."," Vendor has released patch :Atlassian jira 7.6.6 , 7.7.4 , 7.8.4 , 7.9.2 or later. (https://www.atlassian.com/software/jira/download) 
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  JRASERVER-67290 (https://jira.atlassian.com/browse/JRASERVER-67290)","","","Vulnerable Atlassian JIRA Detected on port: 8443 
<span id=""footer-build-information"">(v7.3.0","no",NA,NA,"CGI","Media"
"258","172.19.244.46","bmesrvc538.domibco.com.pe","","EulerOS / Ubuntu / Fedora / Tiny Core Linux / Linux 3.x / IBM","host scanned, found vuln",13259,"Atlassian Jira Cross Site Scripting Vulnerability (JRASERVER-67848)","Confirmed",3,8443,"tcp",NA,"","CVE-2018-13395","JRASERVER-67848","","4.3 (AV:N/AC:M/Au:N/C:N/I:P/A:N)","3.2 (E:U/RL:OF/RC:C)","6.1 (AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N)","5.3 (E:U/RL:O/RC:C)","Jira is a proprietary issue tracking product, developed by Atlassian. It provides bug tracking, issue tracking, and project management functions. 

Various resources in Atlassian Jira allows remote attackers to inject arbitrary HTML or JavaScript via a cross site scripting (XSS) vulnerability in the epic colour field of an issue while an issue is being moved. 

Affected Versions: 
Atlassian Jira before version 7.6.8 
Atlassian Jira from version 7.7.0 before version 7.7.5 
Atlassian Jira from version 7.8.0 before version 7.8.5 
Atlassian Jira from version 7.9.0 before version 7.9.3 
Atlassian Jira from version 7.10.0 before version 7.10.3 
Atlassian Jira before version 7.11.1 

QID Detection Logic(Unauthenticated): 
This QID checks for vulnerable versions of Atlassian Jira. The version is retrieved by sending GET request to secure/Dashboard.jspa","When successfully exploited this vulnerability allows unauthorized modification.","The vendor has released patch, which can be found in Atlassian Jira Website (https://www.atlassian.com/software/jira/download). 
For more information visit JRASERVER-67848 (https://jira.atlassian.com/browse/JRASERVER-67848)
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  JRASERVER-67848 (https://jira.atlassian.com/browse/JRASERVER-67848)","","","Vulnerable Atlassian JIRA Detected on port: 8443
data-version=""7.3.0"">","yes",NA,NA,"CGI","Media"
"259","172.19.244.46","bmesrvc538.domibco.com.pe","","EulerOS / Ubuntu / Fedora / Tiny Core Linux / Linux 3.x / IBM","host scanned, found vuln",13337,"Atlassian JIRA Multiple Security vulnerabilities (JRASERVER-68138 to 68140)","Confirmed",3,8443,"tcp",NA,"","CVE-2018-13400, CVE-2018-13401, CVE-2018-13402","JRASERVER-68138, JRASERVER-68139, JRASERVER-68140","105751","6.5 (AV:N/AC:L/Au:S/C:P/I:P/A:P)","4.8 (E:U/RL:OF/RC:C)","6.1 (AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N)","5.3 (E:U/RL:O/RC:C)","Jira is a proprietary issue tracking product, developed by Atlassian. It provides bug tracking, issue tracking, and project management functions. 
Jira contains the following vulnerabilities: 
CVE-2018-13400: Atlassian JIRA Server is prone to improper access control vulnerability 
CVE-2018-13401: Atlassian JIRA Server is prone to Open redirect in the XsrfErrorAction resource 
CVE-2018-13402: Atlassian JIRA Server is prone to Open redirect in many resources 

Affected Versions: 
Atlassian JIRA versions prior to 7.6.9 
Atlassian JIRA from version 7.7.0 before version 7.7.5 
Atlassian JIRA from version 7.8.0 before version 7.8.5 
Atlassian JIRA from version 7.9.0 before version 7.9.3 
Atlassian JIRA from version 7.10.0 before version 7.10.3 
Atlassian JIRA from version 7.11.0 before version 7.11.3 
Atlassian JIRA from version 7.12.0 before version 7.12.3 
Atlassian JIRA before version 7.13.1. 

QID Detection Logic: 
This unauthenticated QID retrieves vulnerable installations of JIRA by visiting the secure/Dashboard.jspa webpage.","Successful exploitation allows remote attackers to obtain a user's Cross-site request forgery (CSRF) token.","The following software releases have been updated to resolve this specific issue:7.9.3, 7.8.5, 7.7.5, 7.10.3, 7.11.3, 7.6.9, 7.13.1, 7.12.3, 7.14.0  
For more information, please visit advisories JRASERVER-68139 (https://jira.atlassian.com/browse/JRASERVER-68139),
JRASERVER-68138 (https://jira.atlassian.com/browse/JRASERVER-68138),
JRASERVER-68140 (https://jira.atlassian.com/browse/JRASERVER-68140) 

Customers are advised to upgrade to Atlassian JIRA  (https://www.atlassian.com/software/jira/download) or later to remediate this vulnerability.
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  Atlassian JIRA 7.12.3 (https://www.atlassian.com/software/jira/download)","","","Atlassian JIRA Server CSRF vulnerability detected on 8443 port.data-version=""7.3.0"">","yes",NA,NA,"CGI","Media"
"260","172.19.244.46","bmesrvc538.domibco.com.pe","","EulerOS / Ubuntu / Fedora / Tiny Core Linux / Linux 3.x / IBM","host scanned, found vuln",13515,"Atlassian Jira Denial of Service Vulnerability(JSWSERVER-20111)","Confirmed",3,8443,"tcp",NA,"","CVE-2019-11583","JSWSERVER-20111","108901","4 (AV:N/AC:L/Au:S/C:N/I:N/A:P)","3 (E:U/RL:OF/RC:C)","6.5 (AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H)","5.7 (E:U/RL:O/RC:C)"," Jira is a proprietary issue tracking product, developed by Atlassian. It provides bug tracking, issue tracking, and project management functions. 

  Affected Versions: 
Atlassian jira prior to version 7.13.4 and 7.13.5 to 8.0.3  


 QID Detection logic: (Unauthenticated) 
 It checks for vulnerable Atlassian Jira version.","An attacker can exploit this issue to cause a denial-of-service condition.","Customers are advised to upgrade to Atlassian JIRA  (https://www.atlassian.com/software/jira/download) or later to remediate this vulnerability.
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  Atlassian JIRA 8.1.0 (https://www.atlassian.com/software/jira/download)","","","Vulnerable Atlassian JIRA Detected on port: 8443 
<span id=""footer-build-information"">(v7.3.0","no",NA,NA,"CGI","Media"
"261","172.19.244.46","bmesrvc538.domibco.com.pe","","EulerOS / Ubuntu / Fedora / Tiny Core Linux / Linux 3.x / IBM","host scanned, found vuln",13815,"Atlassian Jira Server and Data Center Information disclosure vulnerability (JRASERVER-71175)","Confirmed",3,8443,"tcp",NA,"","CVE-2020-4028","JRASERVER-71175","","5 (AV:N/AC:L/Au:N/C:P/I:N/A:N)","3.7 (E:U/RL:OF/RC:C)","5.3 (AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N)","4.6 (E:U/RL:O/RC:C)","Atlassian Jira is a proprietary issue tracking product, developed by Atlassian. It provides bug tracking, issue tracking, and project management functions. 
Affected versions of Atlassian Jira Server and Data Center allow remote attackers to view sensitive information via an Information Disclosure vulnerability in Login. 
Affected Versions: 
Jira server before version prior to 8.9.1 

QID Detection Logic:(Unauthenticated) 
It checks for vulnerable version of Atlassian Jira.","Affected versions of Atlassian Jira Server and Data Center allow remote attackers to view sensitive information via an Information Disclosure vulnerability in Login.","Customers are advised to refer to
 JRASERVER-71175 (https://jira.atlassian.com/browse/JRASERVER-71175)
 for updates pertaining to this vulnerability.
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  JRASERVER-71175 (https://jira.atlassian.com/browse/JRASERVER-71175)","","","Vulnerable version of Atlassian JIRA detected on 8443 port.
<meta name=""application-name"" content=""JIRA"" data-name=""jira"" data-version=""7.3.0""><meta name=""ajs-dev-mode"" content=""false"">
<meta name=""ajs-context-path"" content="""">
<meta name=""ajs-version-number"" content=""7.3.0"">
<meta name=""ajs-build-number""","yes",NA,NA,"CGI","Media"
"262","172.19.244.46","bmesrvc538.domibco.com.pe","","EulerOS / Ubuntu / Fedora / Tiny Core Linux / Linux 3.x / IBM","host scanned, found vuln",13874,"Atlassian Jira Server and Data Center Cross Site Scripting Vulnerability (JRASERVER-70923)","Confirmed",3,8443,"tcp",NA,"","CVE-2020-4021","JRASERVER-70923","","3.5 (AV:N/AC:M/Au:S/C:N/I:P/A:N)","2.6 (E:U/RL:OF/RC:C)","5.4 (AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N)","4.7 (E:U/RL:O/RC:C)","Atlassian Jira is a proprietary issue tracking product, developed by Atlassian. It provides bug tracking, issue tracking, and project management functions. 
Affected versions of Atlassian Jira Server and Data Center allow remote attackers to inject arbitrary HTML or JavaScript via a cross site scripting (XSS) vulnerability in the XML export view. 

Affected Versions: 
Atlassian Jira Server and Data Center : 
version prior to 7.13.16 
8.0.0 version prior to 8.5.5 
8.6.0 version prior to 8.8.1  
Fix Versions: 7.13.16 
8.5.5 
8.8.1 
8.9.0 

QID Detection Logic:(Unauthenticated) 
It checks for vulnerable version of Atlassian Jira.","Successful exploitation allows remote attackers to inject arbitrary HTML or JavaScript via a cross site scripting (XSS) vulnerability in the XML export view.","Customers are advised to refer to
 JRASERVER-70923 (https://jira.atlassian.com/browse/JRASERVER-70923)
 for updates pertaining to this vulnerability.
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  JRASERVER-70923 (https://jira.atlassian.com/browse/JRASERVER-70923)","","","Vulnerable version of Atlassian JIRA detected on port 8443.
<meta name=""application-name"" content=""JIRA"" data-name=""jira"" data-version=""7.3.0""><meta name=""ajs-dev-mode"" content=""false"">
<meta name=""ajs-context-path"" content="""">
<meta name=""ajs-version-number"" content=""7.3.0"">
<meta name=""ajs-build-number""","no",NA,NA,"CGI","Media"
"263","172.19.244.46","bmesrvc538.domibco.com.pe","","EulerOS / Ubuntu / Fedora / Tiny Core Linux / Linux 3.x / IBM","host scanned, found vuln",13877,"Atlassian Jira Server and Data Center Denial of service Vulnerability (JRASERVER-71197, JRASERVER-71198)","Confirmed",3,8443,"tcp",NA,"","CVE-2020-14167, CVE-2020-14168","JRASERVER-71197, JRASERVER-71198","","4.3 (AV:N/AC:M/Au:N/C:P/I:N/A:N)","3.2 (E:U/RL:OF/RC:C)","7.5 (AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H)","6.5 (E:U/RL:O/RC:C)","Atlassian Jira is a proprietary issue tracking product, developed by Atlassian. It provides bug tracking, issue tracking, and project management functions. 
Affected versions of Atlassian Jira Server and Data Center allow remote attackers to impact the applications availability via a Denial of Service vulnerability in Dashboard and Gadgets 

Affected Versions: 
Atlassian Jira Server and Data Center : 
prior to version 7.13.14 
8.5.0 version prior to 8.5.5 
8.8.0 version prior to 8.8.2 
8.9.0 version prior to 8.9.1 

QID Detection Logic:(Unauthenticated) 
It checks for vulnerable version of Atlassian Jira.","Successful exploitation allow remote attackers to impact the applications availability via a Denial of Service vulnerability in Dashboard and Gadgets and man in the middle MITM vulnerability for JRASERVER71198","Customers are advised to refer to
 JRASERVER-71197 (https://jira.atlassian.com/browse/JRASERVER-71197) and  JRASERVER-71198 (https://jira.atlassian.com/browse/JRASERVER-71198)
 for updates pertaining to this vulnerability.
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  JRASERVER-71197, JRASERVER-71198 (https://jira.atlassian.com/browse/JRASERVER-71197 , https://jira.atlassian.com/browse/JRASERVER-71198)","","","Vulnerable version of Atlassian JIRA detected on 8443 port.
<meta name=""application-name"" content=""JIRA"" data-name=""jira"" data-version=""7.3.0""><meta name=""ajs-dev-mode"" content=""false"">
<meta name=""ajs-context-path"" content="""">
<meta name=""ajs-version-number"" content=""7.3.0"">
<meta name=""ajs-build-number""","yes",NA,NA,"CGI","Media"
"264","172.19.244.46","bmesrvc538.domibco.com.pe","","EulerOS / Ubuntu / Fedora / Tiny Core Linux / Linux 3.x / IBM","host scanned, found vuln",13878,"Atlassian Jira Server and Data Center Cross-Site Scripting Vulnerability (JRASERVER-71205)","Confirmed",3,8443,"tcp",NA,"","CVE-2020-14169","JRASERVER-71205","","4.3 (AV:N/AC:M/Au:N/C:N/I:P/A:N)","3.2 (E:U/RL:OF/RC:C)","6.1 (AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N)","5.3 (E:U/RL:O/RC:C)","Atlassian Jira is a proprietary issue tracking product, developed by Atlassian. It provides bug tracking, issue tracking, and project management functions. 
The quick search component in Atlassian Jira Server and Data Center allows remote attackers to inject arbitrary HTML or JavaScript via a Cross-Site Scripting XSS vulnerability.

 

Affected Versions: 
Atlassian Jira Server and Data Center : 
prior to 8.9.1 
Fix Versions: 8.9.1


QID Detection Logic:(Unauthenticated) 
It checks for vulnerable version of Atlassian Jira.","Successful exploitation allows remote attackers to inject arbitrary HTML or JavaScript via a Cross-Site Scripting XSS vulnerability","Customers are advised to refer to
 JRASERVER-71185 (https://jira.atlassian.com/browse/JRASERVER-71205)
 for updates pertaining to this vulnerability.
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  JRASERVER-71205 (https://jira.atlassian.com/browse/JRASERVER-71205)","","","Vulnerable version of Atlassian JIRA detected on 8443 port.
<meta name=""application-name"" content=""JIRA"" data-name=""jira"" data-version=""7.3.0""><meta name=""ajs-dev-mode"" content=""false"">
<meta name=""ajs-context-path"" content="""">
<meta name=""ajs-version-number"" content=""7.3.0"">
<meta name=""ajs-build-number""","yes",NA,NA,"CGI","Media"
"265","172.19.244.46","bmesrvc538.domibco.com.pe","","EulerOS / Ubuntu / Fedora / Tiny Core Linux / Linux 3.x / IBM","host scanned, found vuln",13879,"Atlassian Jira Server and Data Center Cross-Site Scripting Vulnerability (JRASERVER-71107 , JRASERVER-71113 , JRASERVER-71114)","Confirmed",3,8443,"tcp",NA,"","CVE-2020-4022, CVE-2020-4024, CVE-2020-4025","JRASERVER-71107, JRASERVER-71113, JRASERVER-71114","","4.3 (AV:N/AC:M/Au:N/C:N/I:P/A:N)","3.2 (E:U/RL:OF/RC:C)","6.1 (AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N)","5.3 (E:U/RL:O/RC:C)","Atlassian Jira is a proprietary issue tracking product, developed by Atlassian. It provides bug tracking, issue tracking, and project management functions. 
Affected versions of Atlassian Jira Server and Data Center allow remote attackers to inject arbitrary HTML or JavaScript via a Cross-Site Scripting XSS vulnerability issue attachments with a vnd.wap.xhtml+xml content type. 

Affected Versions: 
Atlassian Jira Server and Data Center : 
prior to version 8.5.5 
8.6.0 version prior to 8.8.2 
8.9.0 version prior to 8.9.1 


QID Detection Logic:(Unauthenticated) 
It checks for vulnerable version of Atlassian Jira.","Successful exploitation allow remote attackers to inject arbitrary HTML or JavaScript via a Cross-Site Scripting XSS vulnerability issue attachments with a vnd.wap.xhtml+xml content type.","Customers are advised to refer to
 JRASERVER-71185 (https://jira.atlassian.com/browse/JRASERVER-71205)
 for updates pertaining to this vulnerability.
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  JRASERVER-71107 , JRASERVER-71113 , JRASERVER-71114 (https://jira.atlassian.com/browse/JRASERVER-71113 , https://jira.atlassian.com/browse/JRASERVER-71114 , https://jira.atlassian.com/browse/JRASERVER-71107)","","","Vulnerable version of Atlassian JIRA detected on 8443 port.
<meta name=""application-name"" content=""JIRA"" data-name=""jira"" data-version=""7.3.0""><meta name=""ajs-dev-mode"" content=""false"">
<meta name=""ajs-context-path"" content="""">
<meta name=""ajs-version-number"" content=""7.3.0"">
<meta name=""ajs-build-number""","yes",NA,NA,"CGI","Media"
"266","172.19.244.46","bmesrvc538.domibco.com.pe","","EulerOS / Ubuntu / Fedora / Tiny Core Linux / Linux 3.x / IBM","host scanned, found vuln",13880,"Atlassian Jira Server and Data Center Cross-Site Scripting Vulnerability (JRASERVER-70943)","Confirmed",3,8443,"tcp",NA,"","CVE-2019-20418","JRASERVER-70943","","4 (AV:N/AC:L/Au:S/C:N/I:N/A:P)","3 (E:U/RL:OF/RC:C)","6.5 (AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H)","5.7 (E:U/RL:O/RC:C)","Atlassian Jira is a proprietary issue tracking product, developed by Atlassian. It provides bug tracking, issue tracking, and project management functions. 
Affected versions of Atlassian Jira Server and Data Center allow remote attackers to prevent users from accessing the instance via an Application Denial of Service vulnerability in the /rendering/wiki endpoint. 

Affected Versions: 
Atlassian Jira Server and Data Center : 
prior to 8.8.0 
Fix Versions: 8.8.0


QID Detection Logic:(Unauthenticated) 
It checks for vulnerable version of Atlassian Jira.","Successful exploitation allow remote attackers to prevent users from accessing the instance via an Application Denial of Service vulnerability in the /rendering/wiki endpoint.","Customers are advised to refer to
 JRASERVER-70943 (https://jira.atlassian.com/browse/JRASERVER-70943)
 for updates pertaining to this vulnerability.
 Patch: 
Following are links for downloading patches to fix the vulnerabilities:
  JRASERVER-70943 (https://jira.atlassian.com/browse/JRASERVER-70943)","","","Vulnerable version of Atlassian JIRA detected on 8443 port.
<meta name=""application-name"" content=""JIRA"" data-name=""jira"" data-version=""7.3.0""><meta name=""ajs-dev-mode"" content=""false"">
<meta name=""ajs-context-path"" content="""">
<meta name=""ajs-version-number"" content=""7.3.0"">
<meta name=""ajs-build-number""","no",NA,NA,"CGI","Media"
